Activity_type,Material_type,completion_node,Student id,local_date,Lesson title,Attempt,Score,Lesson_category,Lesson_type,Lesson_type_name,Total time (sec),Grade Gap,ADT Score,Proficiency Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,06/09/2025,Understanding Ratios -Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,900,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,08/09/2025,Graphs of Equivalent Ratios - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,428,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3425793,09/09/2025,Understanding Ratios -Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,79,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392375,17/02/2026,One-Step Addition Equations - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,75,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,17/02/2026,Factors and Multiples - Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,371,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,18/02/2026,Equivalent Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,68,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,18/02/2026,Evaluating Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,900,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,19/02/2026,One-Step Division Equations - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,86,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,19/02/2026,One-Step Division Equations - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,214,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,19/02/2026,One-Step Subtraction Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,15,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,19/02/2026,Inequalities - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,18,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,19/02/2026,Inequalities - Learn,1,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,136,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,19/02/2026,One-Step Multiplication Equations - Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,39,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,19/02/2026,Inequalities - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,65,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,19/02/2026,Inequalities - Learn,1,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,135,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,20/02/2026,One-Step Multiplication Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,4,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,20/02/2026,Numerical Expressions - Learn,1,0,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,69,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,21/02/2026,One-Step Division Equations - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,128,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,22/02/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,3,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,22/02/2026,One-Step Multiplication Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,5,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,28/02/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,47,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,04/03/2026,Writing Algebraic Expressions - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,560,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,06/03/2026,One-Step Subtraction Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,15,,,
EXPERIENTIAL_LESSON,CORE,TRUE,3402201,26/03/2026,Area of Parallelograms - Simulation,1,,EXPERIENTIAL_LESSON,SIM,Simulation,2,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,30/03/2026,Area of Parallelograms - Resources,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,12,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,31/03/2026,Graph a Relationship from an Equation,2,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,95,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,01/04/2026,Multiple Representations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,35,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,,INSTRUCTIONAL_LESSON,Video,Video,16,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,,INSTRUCTIONAL_LESSON,Video,Video,6,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,09/09/2025,Compare Ratio Relationships - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,9,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,09/09/2025,Understanding Ratios-Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,62,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,09/09/2025,Compare Ratio Relationships - Learn,1,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,238,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3401127,09/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,25,INSTRUCTIONAL_LESSON,ET,Exit Ticket,141,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,09/09/2025,Compare Ratio Relationships - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,211,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,09/09/2025,Compare Ratio Relationships - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,3,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,09/09/2025,Graphs of Equivalent Ratios - Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,91,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,11/09/2025,Solve Ratio Problems - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,11,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,11/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,90,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,11/09/2025,Solve Ratio Problems - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,8,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,11/09/2025,Solve Ratio Problems - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,298,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330594,14/09/2025,Compare Ratio Relationships - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,16/09/2025,Convert Customary Measurement Units - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,103,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330864,16/09/2025,Graphs of Equivalent Ratios - Learn,1,63,INSTRUCTIONAL_LESSON,SA,Assessment,900,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,17/09/2025,Convert Customary Measurement Units - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,202,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,17/09/2025,Solve Ratio Problems - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,39,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3330726,17/09/2025,Solve Ratio Problems - Explore,1,83,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,18/09/2025,Understanding Rates and Unit Rates-Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,184,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,18/09/2025,Understanding Rates and Unit Rates-Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,170,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,18/09/2025,Understanding Rates and Unit Rates-Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,754,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3402405,18/09/2025,Understanding Rates and Unit Rates-Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,293,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,19/09/2025,Understanding Rates and Unit Rates-Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,215,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,23/09/2025,Solve Rate Problems - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,16,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,23/09/2025,Solve Rate Problems - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,23/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,85,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330594,23/09/2025,Understanding Rates and Unit Rates-Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,108,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,,INSTRUCTIONAL_LESSON,Learn,Learn,57,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402225,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,100,INSTRUCTIONAL_LESSON,SA,Assessment,109,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,100,INSTRUCTIONAL_LESSON,SA,Assessment,106,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330792,02/10/2025,Find the Percent of a Number - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,102,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,02/10/2025,Solve Ratio Problems - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,30,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3425793,02/10/2025,Understand Percents - Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,173,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3425793,02/10/2025,Percents Greater Than 100% and Less Than 1% - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3398871,06/10/2025,Understanding Ratios-Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,900,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,67,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,08/10/2025,Find the Whole - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,83,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,145,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,08/10/2025,Find the Whole - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,159,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,08/10/2025,Graphs of Equivalent Ratios - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,900,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,08/10/2025,Find the Whole - Explore and Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,09/10/2025,Understanding Rates and Unit Rates-Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,298,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,92,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,67,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,59,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,102,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,59,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,21/10/2025,Estimate the Percent of a Number - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,75,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,201,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,22/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,900,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,22/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,900,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,185,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,76,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,24/09/2025,Understand Percents - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,139,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,24/09/2025,Understand Percents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,6,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392033,24/09/2025,Understand Percents - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,46,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,24/09/2025,Understand Percents - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,146,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,24/09/2025,Understand Percents - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,209,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,25/09/2025,Solve Rate Problems - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,26/09/2025,Compare Ratio Relationships - Learn,2,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,26/09/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,102,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,29/09/2025,Understanding Rates and Unit Rates-Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,127,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,29/10/2025,Divide Fractions by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,19,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,31,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,59,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,59,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,46,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,94,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,184,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,06/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,236,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,08/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,213,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,10/02/2026,Evaluating Expressions - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,12,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,10/02/2026,Evaluating Expressions - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,309,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,10/02/2026,Factors and Multiples - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,47,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,16/02/2026,The Distributive Property - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,50,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392339,16/02/2026, The Distributive Property - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,21,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,17/02/2026,The Distributive Property - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,27,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,17/02/2026,The Distributive Property - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,44,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,17/02/2026,Solving One-Step Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,103,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3401127,23/10/2025,Convert Customary Measurement Units - Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,105,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,58,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330864,28/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,96,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3401127,28/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,25,INSTRUCTIONAL_LESSON,SA,Assessment,765,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,28/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,29/10/2025,Divide Fractions by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,25,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,29/10/2025,Divide Fractions by Fractions - Explore and Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,392,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,29/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,91,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,04/11/2025,Divide with Whole and Mixed Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,318,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,08/11/2025,Graphs of Equivalent Ratios - Learn,1,42,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,10/02/2026,Evaluating Expressions - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,223,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,10/02/2026,Evaluating Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,65,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,10/02/2026,Evaluating Expressions - Learn,2,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,144,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,10/02/2026,Factors and Multiples - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,23,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,10/02/2026,Factors and Multiples - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,56,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,10/02/2026,Factors and Multiples - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,74,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,16/02/2026,The Distributive Property - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,81,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,16/02/2026,Equivalent Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,51,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,16/02/2026,Equivalent Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,15,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,17/02/2026,Solving One-Step Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,34,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,17/02/2026,Solving One-Step Equations - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,69,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,17/02/2026,Solving One-Step Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,136,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,17/02/2026, The Distributive Property - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,167,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,17/02/2026,One-Step Addition Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,37,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,17/02/2026,One-Step Addition Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,30,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,17/02/2026,One-Step Addition Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,70,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,17/02/2026,Equivalent Algebraic Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,900,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402255,17/02/2026, The Distributive Property - Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,96,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,17/02/2026,Solving One-Step Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,17/02/2026,One-Step Addition Equations - Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,203,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,17/02/2026,One-Step Addition Equations - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,414,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,18/02/2026,The Distributive Property - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,74,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,18/02/2026,One-Step Subtraction Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,302,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,19/02/2026,One-Step Division Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,32,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,19/02/2026,One-Step Division Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,32,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,19/02/2026,One-Step Division Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,29,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,19/02/2026,One-Step Division Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,45,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,19/02/2026,One-Step Division Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,26,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,19/02/2026,Inequalities - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,16,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,19/02/2026,One-Step Multiplication Equations - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,84,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,19/02/2026,Inequalities - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,205,-2,493,Approaching
